reg_no,name,grade,score,entries,racing_now,today_race,starts,dq,form_emoji,form_avg,retired
014430,橋本 祐司,A3,72.61,高知@10/07-10/09;和歌山@10/26-10/28,奈良,奈良Ｆ２@09/24/1R;奈良Ｆ２@09/25/6R;奈良Ｆ２@09/26/6R,18,0,,4.4,
014432,相澤 恵一,A3,70.57,静岡@10/07-10/09;大宮@10/22-10/24;名古屋@10/30-11/01,,,21,0,,4.4,
014433,長田 彰人,A3,67.94,川崎@10/09-10/11;宇都宮@10/30-11/01,,,17,0,🥺,5.0,
014434,山崎 功也,A3,74.77,平塚@09/28-09/30;静岡@10/07-10/09;防府@10/23-10/25,,,18,0,🚀,3.0,
014438,緑川 修平,A2,80.71,川崎@10/09-10/11;四日市@10/21-10/23,岸和,岸和Ｆ１@09/26/2R,21,0,,3.8,
014439,山崎 司,A1,86.61,青森@09/30-10/02;岐阜@10/28-10/30,,,21,0,,3.2,
014443,堀内 昇,A3,67.55,大宮@10/22-10/24;宇都宮@10/30-11/01,,,18,0,🥺,6.2,
014444,星野 辰也,A1,90.14,いわき平@09/27-09/29;大垣@10/06-10/08;小田原@10/20-10/22;武雄@10/27-10/29,,,18,0,🚀,2.2,
014446,菅藤 智,A3,69.76,川崎@10/09-10/11;宇都宮@10/30-11/01,,,17,0,,4.0,
014447,三木 翔太,A3,71.61,高知@10/07-10/09;取手@10/19-10/21,,,18,0,,4.0,
014449,片折 勇輝,A2,79.23,久留米@10/01-10/03;玉野@10/13-10/15;岐阜@10/28-10/30,熊本,熊本Ｆ２@09/24/2R;熊本Ｆ２@09/25/1R;熊本Ｆ２@09/26/2R,17,0,🥺,5.2,
014452,長井 優斗,A1,88.75,小松島@10/03-10/05;京王閣@10/26-10/28,青森,青森Ｆ２@09/26/1R,12,0,,3.2,
014454,上原 龍,A1,91.95,いわき平@10/04-10/06;玉野@10/13-10/15;小田原@10/26-10/28,,,20,0,,4.0,
014455,小野 裕次,A1,90.65,いわき平@09/27-09/29;静岡@10/07-10/09;奈良@10/23-10/25,,,20,1,,3.2,
014456,亀井 久幸,A2,80.91,静岡@10/07-10/09;大垣@10/22-10/24;西武園@10/30-11/01,,,24,0,,4.4,
014457,北野 良栄,A2,81.52,川崎@10/09-10/11;松阪@10/21-10/23;弥彦@10/30-11/01,,,21,0,🥺,4.8,
014459,根藤 浩二,A2,85.61,前橋@10/13-10/15;小田原@10/26-10/28,熊本,熊本Ｆ２@09/24/5R;熊本Ｆ２@09/25/3R;熊本Ｆ２@09/26/4R,21,0,,4.2,
014460,矢口 大樹,A1,89.05,平塚@10/08-10/10;四日市@10/21-10/23,,,18,0,,3.2,
014461,山中 秀将,A1,90.46,広島@09/28-09/30;高知@10/17-10/19;弥彦@10/30-11/01,,,13,0,🥺,5.0,
014463,久保 将史,A3,64.40,高知@10/07-10/09;富山@10/17-10/19;和歌山@10/26-10/28,,,20,0,🥺,4.8,
014464,中西 司,A2,83.19,大宮@10/01-10/03;静岡@10/15-10/17,,,21,0,🥺,4.6,
014466,二藤 元太,A1,92.66,いわき平@10/04-10/06;静岡@10/15-10/17;大垣@10/22-10/24,,,15,0,,4.0,
014470,板橋 慎治,A2,79.83,熊本@10/12-10/14;名古屋@10/24-10/26,,,18,1,🥺,6.6,
014473,重倉 高史,A1,88.42,玉野@09/27-09/29;いわき平@10/04-10/06;豊橋@10/15-10/17,,,18,0,,4.0,
014474,山崎 晃,A2,83.80,松山@10/04-10/06;富山@10/17-10/19;岐阜@10/28-10/30,,,18,0,,4.2,
014475,高間 悠平,A1,91.73,玉野@09/27-09/29;四日市@10/07-10/09;取手@10/19-10/21,,,15,0,,4.0,
014476,乾 庄平,A2,84.65,松山@10/04-10/06;奈良@10/14-10/16,熊本,熊本Ｆ２@09/24/4R;熊本Ｆ２@09/25/3R;熊本Ｆ２@09/26/1R,23,0,,4.2,
014477,白上 翔,A1,92.09,静岡@10/07-10/09;別府@10/14-10/16;西武園@10/30-11/01,,,21,0,,4.0,
014479,金子 浩貴,A2,83.25,富山@10/10-10/12;佐世保@10/18-10/20,,,24,0,,4.4,
014482,松本 琢也,A3,67.80,奈良@09/30-10/02;名古屋@10/24-10/26,,,20,0,🥺,6.8,
014483,竜門 孝宗,A3,68.76,静岡@10/07-10/09;大宮@10/22-10/24,別府,別府Ｆ２@09/24/2R;別府Ｆ２@09/25/1R;別府Ｆ２@09/26/2R,21,0,🥺,4.8,
014486,大瀬戸 潤一郎,A1,88.95,防府@10/04-10/06;川崎@10/20-10/22;弥彦@10/30-11/01,,,24,0,,3.8,
014487,才迫 勇馬,A3,79.33,四日市@10/16-10/18;名古屋@10/24-10/26,弥彦,弥彦Ｆ２@09/24/6R;弥彦Ｆ２@09/25/6R;弥彦Ｆ２@09/26/6R,21,0,🚀,1.8,
014489,高鍋 邦彰,A2,80.33,防府@09/29-10/01;熊本@10/12-10/14;弥彦@10/30-11/01,,,18,0,,4.0,
014490,永田 隼一,A3,67.00,,,,7,0,,,
014492,飯塚 隼人,A2,79.95,武雄@10/03-10/05;四日市@10/16-10/18;小田原@10/26-10/28,,,23,0,🥺,5.0,
014494,山崎 翼,A1,81.40,防府@10/04-10/06;名古屋@10/24-10/26,別府,別府Ｆ２@09/24/9R;別府Ｆ２@09/25/10R;別府Ｆ２@09/26/8R,15,0,🥺,5.2,
014495,下沖 功児,A1,88.45,玉野@09/27-09/29;防府@10/04-10/06;広島@10/18-10/20,,,24,0,,4.2,
014496,天沼 雅貴,A3,69.00,静岡@10/07-10/09;大宮@10/22-10/24,奈良,奈良Ｆ２@09/24/7R;奈良Ｆ２@09/25/1R;奈良Ｆ２@09/26/2R,24,0,🥺,5.2,
014502,相笠 翔太,A2,84.95,川崎@10/20-10/22;武雄@10/27-10/29,,,24,0,🚀,2.4,
014503,真船 拓磨,A3,68.11,高知@10/07-10/09;富山@10/17-10/19,奈良,奈良Ｆ２@09/24/4R;奈良Ｆ２@09/25/7R;奈良Ｆ２@09/26/7R,17,0,,4.0,
014510,菅谷 隆司,A1,89.50,いわき平@09/27-09/29;静岡@10/07-10/09;小松島@10/24-10/26,,,18,0,,3.6,
014513,樋口 絢土,A2,80.07,いわき平@09/27-09/29;平塚@10/08-10/10;青森@10/24-10/26,,,13,0,🥺,5.0,
014516,村松 俊弥,A3,70.79,平塚@10/03-10/05;いわき平@10/21-10/23,,,24,0,,4.4,
014519,湯浅 大輔,A3,76.22,奈良@09/30-10/02;前橋@10/13-10/15,,,27,0,🚀,2.8,
014520,伊藤 彰規,A2,82.14,川崎@10/01-10/03;取手@10/19-10/21,,,21,0,,3.8,
014522,高橋 佑輔,A2,82.33,松阪@10/21-10/23;弥彦@10/30-11/01,青森,青森Ｆ２@09/26/1R,21,0,🥺,4.6,
014525,三ッ井 武,A2,88.44,小松島@10/03-10/05;いわき平@10/12-10/14,青森,青森Ｆ２@09/26/4R,18,0,,4.0,
014526,渡辺 馨,A3,70.12,いわき平@10/21-10/23;松戸@10/30-11/01,,,25,0,,4.4,
014527,飯田 憲司,A1,89.38,いわき平@09/27-09/29;小倉@10/11-10/13;青森@10/24-10/26,,,21,0,,3.8,
014528,落合 達彦,A1,86.86,大宮@10/06-10/08;富山@10/17-10/19,熊本,熊本Ｆ２@09/24/3R;熊本Ｆ２@09/25/3R;熊本Ｆ２@09/26/5R,21,0,,3.8,
014530,栗田 雄矢,A1,84.16,武雄@09/27-09/29;奈良@10/05-10/07;静岡@10/15-10/17,,,18,0,🥺,4.6,
014532,柴田 竜史,A2,81.85,青森@09/30-10/02;四日市@10/07-10/09;小田原@10/20-10/22,,,21,0,,3.8,
014533,加藤 正法,A2,79.85,四日市@10/07-10/09;奈良@10/14-10/16;松阪@10/21-10/23,,,21,0,,4.0,
014549,戸伏 康夫,A1,82.85,平塚@09/28-09/30;豊橋@10/15-10/17;久留米@10/27-10/29,,,20,0,🥺,4.8,
014550,龍門 慎太郎,A3,71.33,松戸@10/03-10/05;青森@10/19-10/21;名古屋@10/30-11/01,川崎,川崎Ｆ２@09/24/1R;川崎Ｆ２@09/25/3R;川崎Ｆ２@09/26/4R,21,0,,4.0,
014555,水木 裕聡,A3,67.60,久留米@10/01-10/03;防府@10/23-10/25,別府,別府Ｆ２@09/24/4R;別府Ｆ２@09/25/2R;別府Ｆ２@09/26/1R,15,0,🥺,5.2,
014556,小川 祐司,A2,85.84,岐阜@10/10-10/12;武雄@10/17-10/19;大垣@10/27-10/29,,,16,0,,3.8,
014559,田山 誠,A3,68.09,前橋@09/30-10/02;奈良@10/09-10/11;川崎@10/20-10/22,,,21,0,🥺,5.0,
014561,高橋 義秋,A1,89.42,玉野@09/27-09/29;四日市@10/07-10/09;佐世保@10/18-10/20,,,21,0,🚀,3.0,
014563,興呂木 雄治,A2,79.45,久留米@10/01-10/03;武雄@10/27-10/29,,,20,0,,3.8,
014565,中村 健志,A1,94.28,久留米@10/01-10/03;佐世保@10/18-10/20,,,21,0,🚀,2.6,
014566,安谷屋 将志,A2,82.28,武雄@10/17-10/19;別府@10/28-10/30,,,21,0,🥺,4.8,
014567,仲松 勝太,A2,86.33,広島@10/18-10/20;別府@10/28-10/30,熊本,熊本Ｆ２@09/24/3R;熊本Ｆ２@09/25/5R;熊本Ｆ２@09/26/4R,18,0,,4.0,
014570,松澤 敬輔,A1,94.71,いわき平@10/12-10/14;西武園@10/30-11/01,,,21,0,🚀,2.0,
014572,赤塚 悠人,A1,83.42,川崎@10/09-10/11;大宮@10/22-10/24,,,21,0,,3.8,
014575,鈴木 達也,A2,83.41,青森@09/30-10/02;武雄@10/17-10/19,,,24,0,🥺,4.6,
014578,大越 啓介,A3,73.93,前橋@10/13-10/15;川崎@10/20-10/22,弥彦,弥彦Ｆ２@09/24/2R;弥彦Ｆ２@09/25/5R,30,0,,4.4,
014579,齋藤 一茂,A2,84.57,静岡@10/15-10/17;川崎@10/24-10/26,青森,青森Ｆ２@09/26/2R,21,0,🥺,4.8,
014581,佐山 俊樹,A1,86.08,川崎@10/09-10/11;青森@10/24-10/26,,,25,0,,3.2,
014583,吉田 昌弘,A3,73.00,松戸@10/03-10/05;富山@10/17-10/19;武雄@10/27-10/29,,,11,0,,3.6,
014584,井上 嵩,A2,77.11,武雄@10/03-10/05;静岡@10/15-10/17;京王閣@10/26-10/28,,,18,0,🥺,6.4,
014586,近藤 寛央,A2,85.27,武雄@09/27-09/29;いわき平@10/12-10/14;奈良@10/23-10/25,,,18,0,,4.0,
014587,鈴木 謙二,A1,84.14,いわき平@09/27-09/29;奈良@10/14-10/16;青森@10/24-10/26,,,21,0,🚀,2.8,
014589,西巻 秀太,A3,71.33,前橋@09/30-10/02;大宮@10/12-10/14,弥彦,弥彦Ｆ２@09/24/1R;弥彦Ｆ２@09/25/5R;弥彦Ｆ２@09/26/5R,18,0,🚀,3.0,
014590,近藤 夏樹,A1,91.16,いわき平@10/12-10/14;大垣@10/22-10/24;西武園@10/30-11/01,,,24,0,,3.6,
014591,本多 哲也,A1,88.77,前橋@10/13-10/15;川崎@10/24-10/26,青森,青森Ｆ２@09/26/4R,18,0,🚀,2.8,
014594,太田 剛司,A1,90.77,玉野@09/27-09/29;奈良@10/09-10/11;四日市@10/21-10/23;岐阜@10/28-10/30,,,9,1,,4.2,
014595,瀧本 匡平,A3,69.42,いわき平@10/04-10/06;大宮@10/12-10/14;取手@10/19-10/21,,,26,0,🥺,4.8,
014596,中村 賢二,A2,79.92,玉野@09/27-09/29;豊橋@10/15-10/17;大垣@10/22-10/24,,,26,0,🥺,5.2,
014597,上田 隼,A2,83.77,広島@09/28-09/30;静岡@10/07-10/09;豊橋@10/15-10/17,,,18,0,,4.4,
014598,岡崎 祥伍,A2,80.77,岐阜@10/10-10/12;広島@10/18-10/20,岸和,岸和Ｆ１@09/26/4R,18,0,,3.4,
014600,山田 祥明,A1,83.38,佐世保@09/30-10/02;岐阜@10/10-10/12,,,18,1,,4.4,
014601,小竹 洋平,A1,86.77,平塚@09/28-09/30;防府@10/04-10/06;川崎@10/20-10/22,,,18,0,,3.6,
014603,佐野 洋継,A2,79.04,玉野@10/13-10/15;大垣@10/22-10/24,,,23,0,🥺,6.0,
014610,山村 慮太,A3,76.37,前橋@09/30-10/02;いわき平@10/21-10/23;名古屋@10/30-11/01,,,29,0,🚀,2.8,
014612,工藤 文彦,A1,89.61,武雄@09/27-09/29;防府@10/04-10/06;熊本@10/12-10/14,,,18,0,,3.8,
014614,高橋 清太郎,A1,86.66,久留米@10/01-10/03;奈良@10/14-10/16;川崎@10/20-10/22,,,21,0,,3.2,
014615,藤原 亮太,A2,80.28,久留米@10/01-10/03;平塚@10/08-10/10;青森@10/29-10/31,,,21,0,,4.2,
014619,木村 浩宣,A1,89.20,松山@10/04-10/06;玉野@10/13-10/15;名古屋@10/24-10/26,,,17,0,,3.6,
014620,二條 祐也,A1,85.14,防府@09/29-10/01;豊橋@10/15-10/17;別府@10/28-10/30,,,21,0,🥺,4.8,
014623,飯田 裕次,A1,87.44,小松島@10/03-10/05;川崎@10/20-10/22;別府@10/28-10/30,,,18,0,,3.6,
014625,藤野 貴章,A2,82.20,佐世保@09/30-10/02;四日市@10/07-10/09,,,15,0,,4.2,
014630,利根 正明,A1,87.54,平塚@10/08-10/10;佐世保@10/18-10/20,,,24,0,,4.2,
014634,寺崎 祐樹,A1,87.00,川崎@10/01-10/03;広島@10/18-10/20,,,21,0,🚀,2.2,
014637,吉成 貴博,A2,82.09,平塚@09/28-09/30;武雄@10/17-10/19;名古屋@10/24-10/26,,,21,0,🥺,4.6,
014638,川又 裕樹,A2,83.95,防府@10/04-10/06;豊橋@10/15-10/17;京王閣@10/26-10/28,別府,別府Ｆ２@09/24/7R;別府Ｆ２@09/25/11R;別府Ｆ２@09/26/7R,21,0,,4.2,
014643,菅原 洋輔,A3,69.00,大宮@10/12-10/14;川崎@10/20-10/22;名古屋@10/30-11/01,,,24,0,🥺,5.2,
014644,高橋 明久,A3,72.45,前橋@09/30-10/02;川崎@10/09-10/11;和歌山@10/26-10/28,,,20,1,🚀,2.4,
014646,三浦 雄大,A1,93.68,奈良@10/05-10/07;いわき平@10/12-10/14,,,19,1,,3.2,
014650,佐藤 裕輝,A3,65.50,いわき平@10/04-10/06;青森@10/19-10/21;武雄@10/27-10/29,,,12,0,🥺,5.6,
014651,須永 勝太,A2,83.14,小倉@10/11-10/13;大宮@10/22-10/24,青森,青森Ｆ２@09/26/5R,21,0,,4.2,
014652,原 清孝,A3,70.14,武雄@10/09-10/11;久留米@10/27-10/29,別府,別府Ｆ２@09/24/3R;別府Ｆ２@09/25/3R;別府Ｆ２@09/26/1R,21,0,,3.4,
014654,舘 真成,A2,87.50,大垣@10/06-10/08;青森@10/24-10/26,,,10,0,,,
014657,野中 祐志,A1,93.13,武雄@09/27-09/29;松山@10/04-10/06;いわき平@10/12-10/14;大垣@10/22-10/24,,,15,0,,3.6,
014658,馬場 和広,A1,91.28,いわき平@09/27-09/29;取手@10/19-10/21;西武園@10/30-11/01,,,21,0,🚀,3.0,
014662,櫻井 宏樹,A3,69.87,青森@10/19-10/21,,,24,0,,4.2,
014665,小峰 烈,A1,82.14,松山@10/04-10/06;青森@10/24-10/26,,,21,0,🥺,4.8,
014666,等々力 久就,A3,70.55,大宮@10/12-10/14;前橋@10/21-10/23,川崎,川崎Ｆ２@09/24/4R;川崎Ｆ２@09/25/1R;川崎Ｆ２@09/26/6R,18,0,,4.4,
014667,藤本 龍也,A3,70.20,大垣@10/06-10/08;前橋@10/13-10/15;川崎@10/20-10/22,弥彦,弥彦Ｆ２@09/24/7R;弥彦Ｆ２@09/25/5R;弥彦Ｆ２@09/26/4R,15,0,,3.6,
014669,植木 和広,A1,86.90,平塚@10/08-10/10;静岡@10/15-10/17,,,22,0,,3.2,
014671,山田 裕哉,A2,87.88,奈良@10/09-10/11;青森@10/29-10/31,別府,別府Ｆ２@09/24/7R;別府Ｆ２@09/25/11R;別府Ｆ２@09/26/8R,18,0,🚀,2.6,
014672,吉田 茂生,A1,91.78,防府@10/04-10/06;大垣@10/22-10/24,,,14,0,,4.4,
014673,松田 大,A1,85.71,大垣@10/06-10/08;岐阜@10/28-10/30,別府,別府Ｆ２@09/24/7R;別府Ｆ２@09/25/7R;別府Ｆ２@09/26/5R,21,0,,4.4,
014674,丹波 孝佑,A1,86.29,大垣@10/06-10/08;広島@10/18-10/20,,,24,0,,4.0,
014676,柳原 司,A2,84.58,別府@10/14-10/16;大宮@10/22-10/24;西武園@10/30-11/01,,,24,0,🥺,4.6,
014678,樋口 有樹郎,A3,70.03,いわき平@10/04-10/06;大宮@10/22-10/24;名古屋@10/30-11/01,別府,別府Ｆ２@09/24/2R;別府Ｆ２@09/25/2R;別府Ｆ２@09/26/3R,27,0,,3.6,
014679,小玉 拓真,A1,96.66,武雄@09/27-09/29;熊本@10/12-10/14;名古屋@10/24-10/26,,,18,0,🚀,1.6,
014684,松本 卓也,A1,87.81,小倉@10/11-10/13;川崎@10/20-10/22,,,16,0,,3.4,
014686,秋永 昂人,A3,70.31,武雄@10/09-10/11;川崎@10/20-10/22;名古屋@10/30-11/01,別府,別府Ｆ２@09/24/2R;別府Ｆ２@09/25/4R;別府Ｆ２@09/26/3R,22,0,🥺,5.4,
014687,井上 将志,A2,81.19,武雄@10/03-10/05;富山@10/10-10/12;佐世保@10/18-10/20,,,18,0,,4.4,
014688,西田 大志,A1,89.28,玉野@09/27-09/29;防府@10/04-10/06;小田原@10/20-10/22,,,21,0,🚀,2.4,
014690,好永 晃,A1,86.94,玉野@09/27-09/29;四日市@10/16-10/18;武雄@10/27-10/29,,,18,0,,4.4,
014693,高田 大輔,A3,68.80,武雄@10/09-10/11;名古屋@10/24-10/26,川崎,川崎Ｆ２@09/24/6R;川崎Ｆ２@09/25/3R;川崎Ｆ２@09/26/3R,20,0,,4.0,
014694,前島 恭平,A3,65.68,奈良@09/30-10/02;川崎@10/09-10/11;防府@10/23-10/25,,,22,0,🥺,5.8,
014695,山口 茂,A2,79.72,小松島@10/03-10/05;富山@10/10-10/12;青森@10/24-10/26,熊本,熊本Ｆ２@09/24/4R;熊本Ｆ２@09/25/1R;熊本Ｆ２@09/26/1R,18,0,,3.8,
014697,相川 巧,A3,67.39,川崎@10/09-10/11;いわき平@10/21-10/23,奈良,奈良Ｆ２@09/24/7R;奈良Ｆ２@09/25/2R;奈良Ｆ２@09/26/6R,23,0,🥺,4.6,
014699,小川 大地,A3,76.20,大垣@10/06-10/08;四日市@10/16-10/18;久留米@10/27-10/29,別府,別府Ｆ２@09/24/1R;別府Ｆ２@09/25/3R;別府Ｆ２@09/26/3R,24,0,🚀,3.0,
014703,一ノ瀬 貴将,A2,78.58,いわき平@10/04-10/06;豊橋@10/15-10/17;大宮@10/22-10/24,,,24,0,🥺,6.2,
014704,阿部 充宏,A2,83.38,防府@09/29-10/01;岐阜@10/10-10/12;武雄@10/17-10/19,,,13,0,,,
014705,沢田 勇治,A3,71.89,前橋@09/30-10/02;岐阜@10/10-10/12;名古屋@10/24-10/26,,,29,0,,3.8,
014707,飯塚 直人,A2,81.75,大宮@10/06-10/08;佐世保@10/18-10/20;武雄@10/27-10/29,,,20,0,,4.2,
014709,松岡 孝高,A1,85.83,防府@09/29-10/01;小倉@10/11-10/13;岐阜@10/28-10/30,,,18,0,,3.6,
014711,相澤 政宏,A1,90.83,いわき平@09/27-09/29;四日市@10/07-10/09;青森@10/24-10/26,,,18,0,🥺,4.6,
014713,鈴木 裕斗,A2,77.85,平塚@10/08-10/10;松阪@10/21-10/23;岐阜@10/28-10/30,,,21,0,🥺,6.0,
014714,橋本 智昭,A1,94.78,小松島@10/03-10/05;小倉@10/11-10/13;大宮@10/22-10/24,,,19,0,🚀,2.6,
014715,高橋 幸司,A1,86.66,武雄@09/27-09/29;高知@10/17-10/19;武雄@10/27-10/29,,,21,0,🥺,4.6,
014716,猪狩 祐樹,A1,93.00,いわき平@10/04-10/06;前橋@10/13-10/15;小田原@10/26-10/28,,,18,0,,3.2,
014717,泉 文人,A2,86.31,いわき平@10/12-10/14;小松島@10/24-10/26,,,19,0,,3.4,
014719,佐川 拓也,A3,68.64,松戸@10/03-10/05;いわき平@10/21-10/23,,,14,0,🥺,5.4,
014728,三好 恵一郎,A1,93.15,平塚@10/08-10/10;武雄@10/17-10/19;青森@10/24-10/26,,,20,0,,3.6,
014731,山崎 輝夫,A1,88.61,川崎@10/09-10/11;大垣@10/22-10/24,青森,青森Ｆ２@09/26/4R,18,0,🚀,2.0,
014732,和田 禎嗣,A2,81.29,いわき平@10/04-10/06;小田原@10/20-10/22;宇都宮@10/30-11/01,,,17,0,,3.6,
014734,長沼 謙太,A1,83.26,松山@10/04-10/06;川崎@10/24-10/26,青森,青森Ｆ２@09/26/6R,15,0,,3.6,
014735,今村 俊雄,A3,71.50,高知@10/07-10/09;青森@10/14-10/16;前橋@10/21-10/23,,,14,0,🥺,4.8,
014737,河上 陽一,A2,82.83,川崎@10/09-10/11;大垣@10/22-10/24,,,24,0,,4.0,
014738,櫻川 雅彦,A3,71.60,いわき平@10/04-10/06;青森@10/19-10/21,川崎,川崎Ｆ２@09/24/4R;川崎Ｆ２@09/25/6R;川崎Ｆ２@09/26/6R,10,0,,3.6,
014739,里見 恒平,A3,78.33,高知@10/07-10/09;防府@10/23-10/25,,,6,0,,,
014740,須藤 悟,A1,92.08,川崎@10/01-10/03;富山@10/10-10/12,,,24,0,,3.2,
014742,河野 淳吾,A2,78.80,平塚@09/28-09/30;奈良@10/05-10/07;青森@10/24-10/26,,,15,0,🥺,5.0,
014743,鈴木 広人,A3,71.43,大垣@10/06-10/08;青森@10/19-10/21;宇都宮@10/30-11/01,,,32,0,,3.8,
014747,猪俣 康一,A1,84.00,防府@09/29-10/01;岐阜@10/10-10/12;弥彦@10/30-11/01,,,18,0,,3.6,
014748,山口 智弘,A1,89.30,武雄@09/27-09/29;いわき平@10/04-10/06;小松島@10/24-10/26,,,20,0,🚀,3.0,
014749,山田 哲也,A2,83.66,久留米@10/01-10/03;熊本@10/12-10/14,,,25,0,,3.6,
014753,山田 純也,A2,78.52,大宮@10/22-10/24;宇都宮@10/30-11/01,,,21,0,🥺,6.0,
014755,奥出 健士郎,A2,77.04,玉野@09/27-09/29;奈良@10/05-10/07;豊橋@10/15-10/17;宇都宮@10/30-11/01,,,21,0,🥺,5.8,
014758,中野 智公,A2,82.22,防府@09/29-10/01;豊橋@10/15-10/17;奈良@10/23-10/25,,,18,0,🥺,5.0,
014765,樫村 伸平,A3,70.30,久留米@10/01-10/03;名古屋@10/24-10/26,,,13,0,,3.8,
014772,細田 純平,A3,71.34,平塚@10/03-10/05;前橋@10/21-10/23,,,26,0,🚀,2.6,
014774,阿部 弘,A3,70.85,平塚@10/03-10/05;名古屋@10/24-10/26,,,21,0,,3.6,
014775,小原 周祐,A1,93.93,奈良@10/09-10/11;武雄@10/17-10/19,,,15,0,🚀,2.2,
014776,川上 修平,A3,74.10,平塚@09/28-09/30;奈良@10/09-10/11;青森@10/19-10/21,,,20,0,,3.6,
014777,竹村 達也,A3,63.46,青森@10/19-10/21;久留米@10/27-10/29,別府,別府Ｆ２@09/24/4R;別府Ｆ２@09/25/1R;別府Ｆ２@09/26/2R,15,0,🥺,7.0,
014778,宮崎 一彰,A3,75.94,奈良@10/09-10/11;名古屋@10/24-10/26,川崎,川崎Ｆ２@09/24/5R;川崎Ｆ２@09/25/7R;川崎Ｆ２@09/26/7R,19,1,,3.6,
014779,名川 豊,A1,89.52,大宮@10/01-10/03;熊本@10/12-10/14;名古屋@10/24-10/26,,,21,0,,3.6,
014780,古川 大輔,A3,72.09,久留米@10/01-10/03;奈良@10/09-10/11,別府,別府Ｆ２@09/24/1R;別府Ｆ２@09/25/4R;別府Ｆ２@09/26/9R,21,0,,4.2,
014781,船倉 卓郎,A3,75.63,四日市@10/16-10/18;名古屋@10/24-10/26,川崎,川崎Ｆ２@09/24/2R;川崎Ｆ２@09/25/7R;川崎Ｆ２@09/26/6R,19,0,🚀,2.6,
014782,山口 幸太郎,A2,81.05,広島@09/28-09/30;武雄@10/17-10/19;久留米@10/27-10/29,,,20,0,🥺,5.8,
014783,魚屋 周成,A2,87.26,玉野@09/27-09/29;防府@10/04-10/06;豊橋@10/15-10/17;奈良@10/23-10/25,,,15,0,,3.4,
014784,萱島 大介,A2,83.95,小松島@10/03-10/05;岐阜@10/10-10/12;小田原@10/26-10/28,,,21,0,,4.2,
014787,瀬口 匠,A3,73.91,奈良@09/30-10/02;高知@10/07-10/09;青森@10/19-10/21,,,24,0,🚀,3.0,
014788,上吹越 俊一,A1,83.33,川崎@10/20-10/22;別府@10/28-10/30,熊本,熊本Ｆ２@09/24/1R;熊本Ｆ２@09/25/4R;熊本Ｆ２@09/26/5R,15,0,,4.2,
014789,茅野 寛史,A1,80.66,防府@09/29-10/01;奈良@10/09-10/11;四日市@10/16-10/18;武雄@10/27-10/29,,,15,0,,3.8,
014796,保科 千春,A1,90.76,静岡@10/07-10/09;奈良@10/14-10/16;大垣@10/22-10/24,,,21,2,🥺,5.6,
014797,佐々木 吉徳,A1,85.08,川崎@10/09-10/11;高知@10/17-10/19,青森,青森Ｆ２@09/26/5R,24,0,,3.4,
014801,山本 恵介,A1,85.93,取手@10/19-10/21;武雄@10/27-10/29,,,16,0,🥺,5.0,
014802,渡邉 正人,A3,69.23,いわき平@10/04-10/06;防府@10/23-10/25,,,17,0,🥺,4.6,
014805,吉田 元輝,A2,89.18,青森@09/30-10/02;いわき平@10/12-10/14;四日市@10/21-10/23,,,22,1,🚀,2.4,
014807,福田 拓也,A1,94.44,平塚@09/28-09/30;川崎@10/20-10/22;青森@10/29-10/31,,,18,0,🚀,2.4,
014808,村上 貴彦,A3,75.91,富山@10/17-10/19;松戸@10/30-11/01,,,24,0,,3.8,
014810,小川 辰徳,A3,69.60,前橋@09/30-10/02;青森@10/14-10/16,,,25,0,,3.6,
014813,新井 僚太郎,A2,85.78,前橋@10/06-10/08;高知@10/17-10/19,熊本,熊本Ｆ２@09/24/6R;熊本Ｆ２@09/25/2R;熊本Ｆ２@09/26/1R,23,0,🚀,2.6,
014816,齋藤 宗徳,A2,80.52,広島@09/28-09/30;奈良@10/05-10/07;前橋@10/13-10/15;川崎@10/24-10/26,,,19,0,🥺,5.0,
014818,田口 裕一,A1,87.82,静岡@10/15-10/17;青森@10/24-10/26,,,23,1,,4.2,
014819,太刀川 一成,A1,90.66,大垣@10/06-10/08;前橋@10/13-10/15,岸和,岸和Ｆ１@09/26/5R,21,0,,3.8,
014820,中井 勇介,,,,,,2,0,,,
014821,原岡 泰志郎,A2,88.60,いわき平@09/27-09/29;前橋@10/13-10/15;川崎@10/24-10/26,,,15,0,,,
014822,関根 健太郎,A1,89.15,川崎@10/01-10/03;静岡@10/15-10/17;岐阜@10/28-10/30,,,19,1,🥺,4.6,
014823,渡辺 聖,A2,82.00,平塚@09/28-09/30;いわき平@10/04-10/06;富山@10/10-10/12,,,18,0,🥺,5.0,
014826,菅原 裕太,A1,95.91,静岡@10/07-10/09;青森@10/24-10/26,,,24,0,🚀,1.8,
014828,川口 聖翔,A2,78.95,防府@09/29-10/01;大宮@10/06-10/08;大垣@10/22-10/24;西武園@10/30-11/01,,,20,0,,4.4,
014829,桜井 雄太,A3,75.33,奈良@09/30-10/02;武雄@10/09-10/11;いわき平@10/21-10/23,,,27,0,🚀,2.4,
014832,宮西 翼,A2,79.77,四日市@10/16-10/18;名古屋@10/24-10/26,,,15,0,🥺,5.2,
014840,石貞 有基,A3,71.58,武雄@10/09-10/11;四日市@10/16-10/18,,,12,0,,,
014841,井上 将志,A2,79.13,防府@10/04-10/06;四日市@10/21-10/23,,,15,0,🥺,5.2,
