reg_no,name,grade,score,entries,racing_now,retired
014695,山口 茂,A2,78.66,大垣@08/17-08/19;前橋@09/11-09/13;熊本@09/24-09/26,,
014697,相川 巧,A3,68.09,豊橋@08/18-08/20;青森@08/24-08/26;伊東@09/02-09/04;岸和田@09/14-09/16;奈良@09/24-09/26,,
014699,小川 大地,A3,77.66,立川@08/22-08/24;伊東@09/02-09/04;富山@09/10-09/12;別府@09/24-09/26,,
014703,一ノ瀬 貴将,A2,78.53,岐阜@09/13-09/15;佐世保@09/20-09/22,,
014704,阿部 充宏,A2,82.55,川崎@08/30-09/01;京王閣@09/08-09/10;弥彦@09/19-09/21;防府@09/29-10/01,,
014705,沢田 勇治,A3,73.00,静岡@08/30-09/01;京王閣@09/08-09/10;武雄@09/16-09/18,,
014707,飯塚 直人,A2,82.00,防府@09/04-09/06;青森@09/14-09/16,,
014709,松岡 孝高,A1,85.75,小松島@08/27-08/29;玉野@09/08-09/10;防府@09/29-10/01,,
014711,相澤 政宏,A1,89.83,弥彦@08/18-08/20;高知@08/25-08/27;松阪@09/05-09/07;佐世保@09/12-09/14;いわき平@09/27-09/29,,
014713,鈴木 裕斗,A2,78.08,静岡@08/15-08/17;いわき平@09/07-09/09;青森@09/14-09/16,,
014714,橋本 智昭,A1,95.00,和歌山@08/23-08/25;西武園@09/06-09/08;いわき平@09/15-09/17,,
014715,高橋 幸司,A1,86.22,佐世保@08/18-08/20;高知@08/25-08/27;久留米@09/05-09/07;別府@09/16-09/18,,
014716,猪狩 祐樹,A1,92.50,静岡@08/15-08/17;岐阜@08/24-08/26;西武園@08/31-09/02;佐世保@09/12-09/14,,
014717,泉 文人,A2,87.85,弥彦@08/18-08/20;奈良@08/26-08/28;伊東@09/07-09/09;岸和田@09/14-09/16,,
014719,佐川 拓也,A3,70.22,伊東@08/16-08/18;静岡@08/30-09/01;京王閣@09/08-09/10;川崎@09/17-09/19,,
014728,三好 恵一郎,A1,92.55,前橋@08/15-08/17;岐阜@08/30-09/01;富山@09/10-09/12;川崎@09/17-09/19,,
014731,山崎 輝夫,A1,88.33,伊東@08/16-08/18;岐阜@08/24-08/26;西武園@08/31-09/02;立川@09/16-09/18,,
014732,和田 禎嗣,A2,79.16,伊東@08/16-08/18;玉野@08/26-08/28;豊橋@09/04-09/06;青森@09/14-09/16,,
014734,長沼 謙太,A1,81.33,川崎@08/19-08/21;豊橋@09/11-09/13;青森@09/26-09/28,武雄,
014735,今村 俊雄,A3,74.00,伊東@08/27-08/29;武雄@09/09-09/11;広島@09/20-09/22,,
014737,河上 陽一,A2,83.66,岸和田@08/27-08/29;富山@09/03-09/05;前橋@09/11-09/13;伊東@09/23-09/25,青森,
014738,櫻川 雅彦,A3,72.66,豊橋@08/18-08/20;いわき平@08/30-09/01;立川@09/16-09/18;川崎@09/24-09/26,,
014739,里見 恒平,A3,78.33,富山@09/10-09/12;広島@09/20-09/22,,
014740,須藤 悟,A1,92.22,前橋@08/15-08/17;和歌山@08/30-09/01;西武園@09/06-09/08;岐阜@09/13-09/15;青森@09/21-09/23,,
014742,河野 淳吾,A2,82.00,弥彦@08/18-08/20;高知@08/25-08/27;伊東@09/07-09/09;立川@09/16-09/18;平塚@09/28-09/30,,
014743,鈴木 広人,A3,72.26,豊橋@08/18-08/20;青森@08/24-08/26;伊東@09/02-09/04;武雄@09/16-09/18,,
014747,猪俣 康一,A1,80.88,松阪@08/25-08/27;豊橋@09/11-09/13;防府@09/29-10/01,岐阜,
014748,山口 智弘,A1,90.00,静岡@08/15-08/17;岐阜@08/30-09/01;富山@09/10-09/12;武雄@09/27-09/29,,
014749,山田 哲也,A2,83.81,大垣@08/17-08/19;奈良@08/26-08/28;いわき平@09/07-09/09;高知@09/20-09/22,,
014753,山田 純也,A2,78.88,静岡@08/15-08/17;和歌山@08/30-09/01;西武園@09/06-09/08;松山@09/19-09/21,,
014755,奥出 健士郎,A2,77.00,大垣@08/17-08/19;四日市@08/29-08/31;松阪@09/05-09/07;玉野@09/27-09/29,,
014758,中野 智公,A2,82.50,宇都宮@08/31-09/02;佐世保@09/12-09/14;防府@09/29-10/01,,
014765,樫村 伸平,A3,70.00,奈良@08/20-08/22;松戸@09/01-09/03;大垣@09/13-09/15,西武,
014772,細田 純平,A3,69.35,奈良@08/20-08/22;伊東@08/27-08/29;川崎@09/10-09/12;広島@09/20-09/22,,
014774,阿部 弘,A3,72.44,豊橋@08/18-08/20;松阪@08/25-08/27;伊東@09/02-09/04;武雄@09/16-09/18;弥彦@09/24-09/26,,
014775,小原 周祐,A1,92.66,奈良@08/26-08/28;久留米@09/17-09/19;熊本@09/24-09/26,,
014776,川上 修平,A3,75.16,熊本@08/24-08/26;武雄@09/09-09/11;松山@09/19-09/21;平塚@09/28-09/30,,
014777,竹村 達也,A3,64.22,玉野@08/20-08/22;川崎@09/10-09/12;別府@09/24-09/26,,
014778,宮崎 一彰,A3,76.66,熊本@08/24-08/26;久留米@09/05-09/07;大垣@09/13-09/15;川崎@09/24-09/26,,
014779,名川 豊,A1,89.22,佐世保@08/18-08/20;小松島@08/27-08/29;防府@09/04-09/06;岐阜@09/13-09/15,,
014780,古川 大輔,A3,73.58,松山@08/21-08/23;弥彦@09/02-09/04;大垣@09/13-09/15;別府@09/24-09/26,,
014781,船倉 卓郎,A3,74.90,玉野@08/20-08/22;静岡@08/30-09/01;松山@09/12-09/14;川崎@09/24-09/26,,
014782,山口 幸太郎,A2,82.37,玉野@08/26-08/28;川崎@09/10-09/12;青森@09/21-09/23;広島@09/28-09/30,奈良,
014783,魚屋 周成,A2,88.00,高知@08/25-08/27;久留米@09/05-09/07;玉野@09/27-09/29,,
014784,萱島 大介,A2,86.25,武雄@08/21-08/23;玉野@09/02-09/04;四日市@09/09-09/11,,
014787,瀬口 匠,A3,72.50,豊橋@08/18-08/20;松阪@08/25-08/27;伊東@09/02-09/04;武雄@09/16-09/18,,
014788,上吹越 俊一,A1,86.00,玉野@08/20-08/22;久留米@09/17-09/19;熊本@09/24-09/26,岐阜,
014789,茅野 寛史,A1,78.83,高知@08/25-08/27;佐世保@09/20-09/22;防府@09/29-10/01,岐阜,
014796,保科 千春,A1,92.41,伊東@09/07-09/09;小松島@09/23-09/25,,
014797,佐々木 吉徳,A1,84.86,和歌山@08/23-08/25;松山@08/31-09/02;京王閣@09/08-09/10;青森@09/26-09/28,,
014801,山本 恵介,A1,87.33,佐世保@08/18-08/20;松阪@08/31-09/02;川崎@09/10-09/12;弥彦@09/19-09/21,,
014802,渡邉 正人,A3,69.55,松戸@09/01-09/03;富山@09/10-09/12;大宮@09/21-09/23,,
014805,吉田 元輝,A2,88.40,弥彦@08/18-08/20;松戸@09/01-09/03;小松島@09/23-09/25,,
014807,福田 拓也,A1,93.41,佐世保@08/18-08/20;大宮@09/13-09/15;平塚@09/28-09/30,,
014808,村上 貴彦,A3,76.16,豊橋@08/18-08/20;いわき平@08/30-09/01;弥彦@09/07-09/09;立川@09/16-09/18,,
014810,小川 辰徳,A3,68.76,立川@08/17-08/19;弥彦@09/02-09/04;川崎@09/10-09/12;大垣@09/22-09/24,,
014813,新井 僚太郎,A2,85.63,大垣@08/21-08/23;岸和田@08/27-08/29;弥彦@09/07-09/09;立川@09/16-09/18;熊本@09/24-09/26,,
014816,齋藤 宗徳,A2,79.77,武雄@08/21-08/23;青森@09/14-09/16;広島@09/28-09/30,,
014818,田口 裕一,A1,88.88,大垣@08/21-08/23;西武園@09/06-09/08;川崎@09/17-09/19,青森,
014819,太刀川 一成,A1,91.33,弥彦@08/18-08/20;京王閣@09/08-09/10;防府@09/15-09/17;岸和田@09/26-09/28,,
014820,中井 勇介,A1,88.80,岸和田@08/27-08/29;佐世保@09/12-09/14;弥彦@09/19-09/21,,
014821,原岡 泰志郎,A2,88.58,弥彦@08/18-08/20;伊東@09/07-09/09;いわき平@09/27-09/29,,
014822,関根 健太郎,A1,87.57,立川@08/17-08/19;奈良@08/26-08/28;いわき平@09/07-09/09;青森@09/21-09/23,,
014823,渡辺 聖,A2,83.00,川崎@08/19-08/21;京王閣@09/08-09/10;いわき平@09/15-09/17;平塚@09/28-09/30,,
014826,菅原 裕太,A1,95.91,岐阜@08/24-08/26;玉野@09/02-09/04;豊橋@09/11-09/13;伊東@09/23-09/25,,
014828,川口 聖翔,A2,78.16,松阪@08/25-08/27;高知@09/20-09/22;防府@09/29-10/01,,
014829,桜井 雄太,A3,74.80,玉野@08/20-08/22;弥彦@09/02-09/04;豊橋@09/11-09/13,,
014832,宮西 翼,A2,80.50,小倉@08/28-08/30;久留米@09/05-09/07;別府@09/16-09/18,,
014840,石貞 有基,A3,70.77,松山@08/21-08/23;静岡@08/30-09/01;富山@09/10-09/12;大垣@09/22-09/24,,
014841,井上 将志,A2,81.00,岸和田@08/27-08/29;松阪@09/05-09/07;大宮@09/13-09/15;佐世保@09/20-09/22,,
014842,川本 琢也,A3,70.33,宇都宮@08/24-08/26;いわき平@08/30-09/01;久留米@09/05-09/07;大垣@09/13-09/15,,
014843,峰重 祐之介,A2,83.22,高知@08/25-08/27;佐世保@09/12-09/14;青森@09/21-09/23,奈良,
014844,三登 誉哲,A3,65.50,宇都宮@08/24-08/26;伊東@09/02-09/04;大垣@09/13-09/15,,
014845,表原 周,A1,82.11,武雄@08/21-08/23;大宮@09/13-09/15;高知@09/20-09/22,,
014849,宗崎 世連,A1,92.88,高知@08/25-08/27;防府@09/04-09/06;青森@09/14-09/16,奈良,
014850,岡田 啓渡,A2,88.22,佐世保@08/18-08/20;奈良@08/26-08/28;玉野@09/08-09/10;いわき平@09/15-09/17,,
014851,横内 裕人,A2,85.00,佐世保@08/18-08/20;松阪@08/25-08/27;川崎@09/10-09/12;防府@09/29-10/01,,
014853,中山 敬太郎,A3,63.00,豊橋@08/18-08/20;松阪@08/25-08/27;久留米@09/05-09/07;大垣@09/13-09/15,,
014855,東 隆之,A3,70.83,奈良@08/20-08/22;静岡@08/30-09/01;川崎@09/10-09/12;松山@09/19-09/21,,
014858,小原 唯志,A1,91.27,四日市@08/17-08/19;岐阜@08/30-09/01;伊東@09/07-09/09;岸和田@09/14-09/16,,
014859,小林 申太,A2,88.22,四日市@08/17-08/19;岐阜@08/24-08/26;西武園@08/31-09/02;伊東@09/07-09/09,,
014862,坂本 将太郎,A1,87.75,和歌山@08/23-08/25;玉野@09/02-09/04;いわき平@09/15-09/17,,
014866,櫻井 利之,A3,,青森@08/24-08/26;松阪@09/05-09/07;広島@09/20-09/22,,
014867,巴 直也,A1,88.66,川崎@08/19-08/21;四日市@08/29-08/31;弥彦@09/07-09/09;青森@09/14-09/16,,
014868,小林 寛弥,A3,68.22,熊本@08/24-08/26;西武園@08/31-09/02;いわき平@09/15-09/17;大垣@09/22-09/24,,
014869,泉谷 元樹,A2,87.88,大垣@08/21-08/23;岐阜@08/30-09/01;富山@09/10-09/12;松山@09/19-09/21,,
014872,玉村 元気,A3,,伊東@09/02-09/04;小松島@09/17-09/19,,
014876,冨尾 享平,A1,81.00,高知@08/18-08/20;玉野@08/26-08/28;別府@09/16-09/18;小松島@09/23-09/25,,
014880,野見 泰要,A3,69.68,豊橋@08/18-08/20;伊東@08/27-08/29;京王閣@09/08-09/10;いわき平@09/15-09/17,,
014884,友永 龍介,A3,68.33,松阪@08/25-08/27;川崎@09/10-09/12;松山@09/19-09/21,,
014885,戸田 康平,A3,76.00,立川@08/22-08/24;静岡@08/30-09/01;久留米@09/05-09/07;松山@09/12-09/14,,
014887,板崎 佑矢,A2,82.83,松山@08/21-08/23;宇都宮@08/31-09/02;佐世保@09/12-09/14,,
014891,小岩 哲也,A2,80.75,岐阜@08/24-08/26;豊橋@09/04-09/06;青森@09/14-09/16;小松島@09/23-09/25,,
014931,横田 政直,A3,67.55,伊東@08/27-08/29;川崎@09/10-09/12;小松島@09/17-09/19,,
014932,浦野 慈生,A3,67.11,宇都宮@08/24-08/26;西武園@08/31-09/02;松山@09/12-09/14;広島@09/20-09/22,,
014933,奥原 亨,A2,87.50,岐阜@08/24-08/26;松阪@08/31-09/02;弥彦@09/07-09/09,,
014934,渋谷 錬,A1,88.33,佐世保@08/18-08/20;松阪@08/31-09/02;いわき平@09/15-09/17;広島@09/28-09/30,,
014937,田中 誇士,A2,84.33,静岡@08/15-08/17;玉野@08/26-08/28;武雄@09/03-09/05;いわき平@09/27-09/29,,
014938,夏目 新吾,A2,81.33,富山@08/20-08/22;松阪@08/31-09/02;川崎@09/17-09/19,青森,
014941,江端 隆司,A2,80.00,西武園@08/21-08/23;武雄@09/03-09/05;岸和田@09/26-09/28,,
014948,斎藤 敦,A3,68.22,玉野@08/20-08/22;西武園@08/31-09/02;松山@09/12-09/14;奈良@09/24-09/26,,
014949,石口 慶多,A1,84.75,大垣@08/17-08/19;岐阜@08/24-08/26;松戸@09/01-09/03;別府@09/24-09/26,,
014950,市村 昌樹,A1,83.91,西武園@08/21-08/23;武雄@09/03-09/05;立川@09/22-09/24,,
014951,後藤 祐貴,A2,82.16,豊橋@09/11-09/13;立川@09/22-09/24,岐阜,
014952,多田 晃紀,A1,90.08,小松島@08/27-08/29;高知@09/20-09/22;玉野@09/27-09/29,,
014953,和田 誠寿,A1,91.41,西武園@08/21-08/23;武雄@09/03-09/05;佐世保@09/20-09/22,,
014954,日野 博幸,A1,87.50,西武園@08/21-08/23;別府@09/16-09/18;玉野@09/27-09/29,,
014958,新納 大輝,A1,,,,
014979,黒川 渉,A3,69.00,松山@08/21-08/23;伊東@09/02-09/04;富山@09/10-09/12,,
014980,田原 宥明,A2,89.66,静岡@08/15-08/17;防府@08/23-08/25;松阪@08/31-09/02;青森@09/26-09/28,,
014981,磯島 康祐,A1,92.66,和歌山@08/30-09/01;伊東@09/07-09/09;小松島@09/23-09/25,青森,
014984,會澤 龍,A1,86.16,四日市@08/17-08/19;岐阜@08/30-09/01;弥彦@09/07-09/09;伊東@09/23-09/25,,
014985,竹山 慶太,A1,82.75,伊東@08/16-08/18;玉野@09/02-09/04;前橋@09/11-09/13,,
014986,三浦 綾,A3,70.44,別府@08/16-08/18;いわき平@08/30-09/01;西武園@09/06-09/08;川崎@09/17-09/19,,
014987,門馬 琢麿,A3,72.66,伊東@08/27-08/29;武雄@09/16-09/18;弥彦@09/24-09/26,,
014988,伊早坂 駿一,A2,84.90,富山@08/20-08/22;和歌山@08/30-09/01;大垣@09/07-09/09;弥彦@09/19-09/21,,
014989,鈴木 豪,A2,76.55,和歌山@08/23-08/25;川崎@08/30-09/01;玉野@09/08-09/10;弥彦@09/19-09/21,,
014991,中島 将尊,A1,94.11,立川@08/17-08/19;青森@09/14-09/16;平塚@09/28-09/30,,
014992,楠野 史尭,A2,81.42,,,
014993,副島 和人,A1,87.11,岸和田@08/27-08/29;別府@09/16-09/18;青森@09/26-09/28,,
014994,野口 修平,A3,,和歌山@08/23-08/25;武雄@09/09-09/11;川崎@09/24-09/26,,
014997,下岡 優季,A1,87.91,大垣@08/21-08/23;松山@08/31-09/02;豊橋@09/11-09/13,,
014999,水谷 将司,A2,90.25,岸和田@08/27-08/29;立川@09/03-09/05;久留米@09/17-09/19;熊本@09/24-09/26,,
015000,藤井 準也,A3,78.33,和歌山@08/23-08/25;静岡@08/30-09/01;富山@09/10-09/12;広島@09/20-09/22,,
015003,小笹 隼人,A1,91.33,西武園@08/21-08/23;川崎@08/30-09/01;高知@09/09-09/11;武雄@09/27-09/29,奈良,
015005,野口 正則,A1,92.22,奈良@08/20-08/22;富山@09/03-09/05;岸和田@09/14-09/16,,
015007,岸川 哲也,A3,76.66,松阪@08/25-08/27;武雄@09/09-09/11;小松島@09/17-09/19;奈良@09/24-09/26,,
015010,吉川 嘉斗,A1,91.66,松山@08/21-08/23;防府@09/04-09/06;高知@09/20-09/22,岐阜,
015011,吉岡 伸太郎,A2,80.16,奈良@08/20-08/22;防府@09/15-09/17;別府@09/24-09/26,,
015012,勝部 貴博,A2,78.66,玉野@08/20-08/22;立川@09/03-09/05;防府@09/15-09/17;平塚@09/28-09/30,,
015015,野口 大誠,A1,87.00,佐世保@08/18-08/20;小倉@08/28-08/30;いわき平@09/07-09/09;玉野@09/27-09/29,,
015042,高橋 泰裕,A1,93.00,岸和田@08/27-08/29;四日市@09/09-09/11;川崎@09/17-09/19,,
015044,平川 雅晃,A3,70.50,別府@08/16-08/18;伊東@09/02-09/04;立川@09/16-09/18,,
015045,大関 祐也,A2,80.13,大垣@08/17-08/19;立川@09/03-09/05;佐世保@09/12-09/14,,
015047,加藤 健一,A3,70.16,立川@08/22-08/24;いわき平@08/30-09/01;西武園@09/06-09/08;弥彦@09/24-09/26,,
015048,志佐 明,A1,89.66,川崎@08/19-08/21;岐阜@08/30-09/01;西武園@09/06-09/08;岸和田@09/14-09/16,,
015053,廣田 敦士,A3,67.58,松山@08/21-08/23;富山@09/10-09/12;小松島@09/17-09/19,,
015054,谷本 奨輝,A2,88.44,和歌山@08/23-08/25;松山@08/31-09/02;豊橋@09/11-09/13,奈良,
015056,田村 風起,A1,83.00,小倉@08/28-08/30;豊橋@09/04-09/06;静岡@09/18-09/20;広島@09/28-09/30,,
015057,小林 史也,A2,84.91,玉野@08/20-08/22;岐阜@09/13-09/15;青森@09/21-09/23;防府@09/29-10/01,,
015059,畝木 努,A1,94.55,武雄@08/21-08/23;宇都宮@08/31-09/02;四日市@09/09-09/11;久留米@09/17-09/19,岐阜,
015060,滝本 泰行,A1,93.33,松阪@08/25-08/27;防府@09/04-09/06;久留米@09/17-09/19,,
015062,大室 翔,A3,69.88,松山@08/21-08/23;いわき平@08/30-09/01;武雄@09/09-09/11;広島@09/20-09/22,,
015083,中村 弘之輔,A1,91.58,立川@08/17-08/19;伊東@09/07-09/09;防府@09/15-09/17,,
015084,菅田 謙仁,A2,82.91,高知@08/18-08/20;奈良@08/26-08/28,,
015085,奈良 基,A2,80.91,大垣@08/17-08/19;玉野@09/02-09/04;いわき平@09/27-09/29,,
015087,本馬 鎌,A3,76.88,伊東@08/27-08/29;岸和田@09/14-09/16;川崎@09/24-09/26,,
015088,神山 尚,A1,79.92,防府@08/23-08/25;岐阜@08/30-09/01;西武園@09/06-09/08;青森@09/14-09/16,,
015091,樋口 瑛土,A2,84.44,静岡@08/15-08/17;和歌山@08/30-09/01;京王閣@09/08-09/10;岸和田@09/26-09/28,,
015095,遠藤 勝弥,A1,85.66,立川@08/17-08/19;岐阜@08/24-08/26;松阪@08/31-09/02;静岡@09/18-09/20,,
015099,吉竹 尚城,A1,89.66,武雄@08/21-08/23;京王閣@09/08-09/10;防府@09/15-09/17,青森,
015100,渡邊 颯太,A2,,,,
015101,松岡 晋乃介,A2,79.00,大垣@08/17-08/19;奈良@08/26-08/28;富山@09/10-09/12;高知@09/20-09/22;広島@09/28-09/30,,
015102,奥出 良,A2,81.00,弥彦@08/18-08/20;四日市@08/29-08/31;静岡@09/18-09/20;いわき平@09/27-09/29,,
015105,大崎 龍一郎,A3,71.75,豊橋@08/18-08/20;松阪@08/25-08/27;松山@09/12-09/14;広島@09/20-09/22,,
015107,田頭 寛之,A1,85.00,大垣@08/21-08/23;伊東@09/07-09/09;青森@09/14-09/16,,
015108,吉田 篤史,A2,84.77,奈良@08/20-08/22;富山@09/03-09/05;佐世保@09/12-09/14;玉野@09/27-09/29,,
015109,大利 航平,A1,84.12,川崎@08/19-08/21;立川@09/03-09/05;久留米@09/17-09/19,,
015110,小出 慎也,A3,72.80,西武園@08/31-09/02;小松島@09/17-09/19,,
015111,布居 翼,A3,70.26,和歌山@08/23-08/25;武雄@09/09-09/11;大垣@09/22-09/24,,
015112,日浦 崇道,A2,75.33,四日市@08/17-08/19;岐阜@08/30-09/01;岸和田@09/14-09/16;伊東@09/23-09/25,,
015114,谷口 友真,A1,88.53,和歌山@08/23-08/25;いわき平@09/07-09/09;防府@09/15-09/17,,
015115,堀 僚介,A2,78.46,岐阜@08/30-09/01;大宮@09/13-09/15;青森@09/21-09/23,,
015116,池野 健太,A1,95.66,静岡@08/15-08/17;松阪@08/25-08/27;防府@09/04-09/06;別府@09/16-09/18;小松島@09/23-09/25,,
015119,佐伯 辰哉,A1,,武雄@08/21-08/23;久留米@09/05-09/07;伊東@09/23-09/25,,
015120,竹内 翼,A1,94.66,川崎@08/30-09/01;いわき平@09/07-09/09;高知@09/20-09/22,,
015126,高山 雄丞,A2,85.00,富山@08/20-08/22;玉野@09/08-09/10;別府@09/16-09/18;伊東@09/23-09/25,,
015131,池部 壮太,A1,85.33,佐世保@08/18-08/20;松阪@08/25-08/27;玉野@09/02-09/04;武雄@09/27-09/29,,
015155,三浦 大輝,A3,76.88,立川@08/17-08/19;和歌山@08/23-08/25;伊東@09/02-09/04;いわき平@09/15-09/17;川崎@09/24-09/26,,
015156,門脇 翼,A2,77.77,静岡@08/15-08/17;松阪@08/31-09/02;四日市@09/09-09/11;青森@09/26-09/28,,
015157,高橋 大輝,A2,82.33,川崎@08/30-09/01;立川@09/16-09/18;熊本@09/24-09/26,武雄,
015158,猪野 泰介,A3,67.09,伊東@08/16-08/18;弥彦@09/02-09/04;豊橋@09/11-09/13;川崎@09/24-09/26,,
015159,坂本 拓也,A1,88.50,宇都宮@08/31-09/02;豊橋@09/11-09/13;いわき平@09/27-09/29,青森,
015160,牧田 賢也,A3,70.66,伊東@09/02-09/04;川崎@09/17-09/19,西武,
015162,蕗澤 鴻太郎,A1,95.66,弥彦@08/18-08/20;岐阜@08/30-09/01;西武園@09/06-09/08;青森@09/21-09/23,,
015163,戸塚 涼介,A2,82.50,高知@08/18-08/20;京王閣@09/08-09/10;いわき平@09/27-09/29,,
015164,菱沼 元樹,A3,76.13,立川@08/22-08/24;いわき平@08/30-09/01;弥彦@09/07-09/09;大宮@09/21-09/23,,
015165,寺沼 将彦,A1,89.77,大垣@08/21-08/23;伊東@09/07-09/09,青森,
015166,内田 淳,A3,72.88,和歌山@08/23-08/25;伊東@09/02-09/04;いわき平@09/15-09/17,,
015167,小林 裕一朗,A1,77.00,前橋@08/15-08/17;和歌山@08/23-08/25;宇都宮@08/31-09/02;富山@09/10-09/12,,
015172,能代谷 元,A1,,玉野@08/26-08/28;伊東@09/07-09/09;弥彦@09/19-09/21,,
015175,桜井 大地,A2,79.33,伊東@08/16-08/18;玉野@09/08-09/10;青森@09/26-09/28,,
015176,望月 一成,A1,93.33,佐世保@08/18-08/20;宇都宮@08/31-09/02;青森@09/14-09/16,,
015177,森川 康輔,,,,,
015180,下岡 将也,A2,81.33,大垣@08/21-08/23;宇都宮@08/31-09/02;前橋@09/11-09/13;静岡@09/18-09/20,,
015181,栗田 万生,A2,82.16,西武園@08/21-08/23;四日市@08/29-08/31;岸和田@09/14-09/16;青森@09/26-09/28,,
015182,吉川 希望,A1,90.88,四日市@08/17-08/19;川崎@08/30-09/01;岸和田@09/14-09/16;立川@09/22-09/24,,
015184,中野 雄喜,A1,91.50,奈良@08/20-08/22;西武園@08/31-09/02;前橋@09/11-09/13;岸和田@09/26-09/28,,
015185,布居 大地,A2,81.33,和歌山@08/23-08/25;松山@08/31-09/02;大垣@09/22-09/24,,
015187,鮫島 康治,A2,86.77,静岡@08/15-08/17;岸和田@08/27-08/29;久留米@09/05-09/07;大垣@09/22-09/24,,
015188,浜田 翔平,A3,67.00,別府@08/16-08/18;宇都宮@08/24-08/26;久留米@09/05-09/07;大垣@09/13-09/15;弥彦@09/24-09/26,,
015189,山本 隼人,A2,89.70,和歌山@08/30-09/01;富山@09/10-09/12;松山@09/19-09/21,,
015190,大中 拓磨,A3,74.00,玉野@08/20-08/22;弥彦@09/02-09/04;豊橋@09/11-09/13,西武,
015192,藤原 俊太郎,A1,85.00,玉野@09/02-09/04;別府@09/24-09/26,岐阜,
015193,藏本 徹二,A1,92.77,大垣@08/17-08/19;玉野@08/26-08/28;高知@09/09-09/11;防府@09/29-10/01,,
015194,船瀬 惇平,A1,93.33,川崎@08/19-08/21;玉野@09/08-09/10;青森@09/21-09/23,,
015200,谷口 幸司,A2,80.33,奈良@08/26-08/28;いわき平@09/07-09/09;高知@09/20-09/22,,
015202,今野 大輔,A1,96.22,玉野@08/20-08/22;防府@09/04-09/06;大宮@09/13-09/15;平塚@09/28-09/30,,
015204,吉田 智哉,A1,95.25,玉野@08/20-08/22;松山@08/31-09/02;大宮@09/13-09/15,,
015208,金ヶ江 勇気,A1,92.25,防府@08/23-08/25;武雄@09/03-09/05;久留米@09/17-09/19,岐阜,
015209,中野 真吾,A2,75.62,小松島@08/27-08/29;立川@09/03-09/05;青森@09/14-09/16;武雄@09/27-09/29,,
015210,白濱 一平,A2,87.00,高知@08/18-08/20;松阪@08/25-08/27;佐世保@09/12-09/14;弥彦@09/19-09/21,,
015212,山口 龍也,A1,88.50,高知@08/18-08/20;奈良@08/26-08/28;佐世保@09/12-09/14;伊東@09/23-09/25,,
015214,境 啓亨,A2,82.88,玉野@08/20-08/22;川崎@08/30-09/01;大垣@09/07-09/09;別府@09/24-09/26,,
015215,照屋 将貴,A3,73.28,別府@08/16-08/18;松山@09/12-09/14;広島@09/20-09/22,,
015233,渋谷 海,A1,82.66,岐阜@08/24-08/26;いわき平@09/07-09/09;静岡@09/18-09/20;武雄@09/27-09/29,,
015234,八嶋 稔真,A1,87.00,弥彦@08/18-08/20;立川@09/03-09/05;豊橋@09/11-09/13,,
015237,太田 将成,A2,90.00,弥彦@08/18-08/20;和歌山@08/30-09/01;高知@09/09-09/11;立川@09/16-09/18;岸和田@09/26-09/28,青森,
015238,井寺 亮太,A1,82.00,玉野@08/26-08/28;久留米@09/05-09/07;熊本@09/24-09/26,武雄,
015240,前川 大輔,A1,93.33,大垣@08/21-08/23;松戸@09/01-09/03;前橋@09/11-09/13;青森@09/26-09/28,,
015241,山田 祐太,A3,71.41,立川@08/17-08/19;四日市@08/29-08/31;西武園@09/06-09/08;広島@09/20-09/22,,
015245,尾崎 悠生,A1,86.88,静岡@08/15-08/17;小松島@08/27-08/29;前橋@09/11-09/13;大垣@09/22-09/24,,
015247,小玉 勇一,A2,85.33,立川@08/17-08/19;松戸@09/01-09/03;豊橋@09/11-09/13;大垣@09/22-09/24,,
015253,清水 健次,A3,66.50,立川@08/17-08/19;西武園@08/31-09/02;弥彦@09/07-09/09;大垣@09/22-09/24,,
015254,鈴木 輝大,A1,94.58,伊東@08/16-08/18;豊橋@09/11-09/13;静岡@09/18-09/20;青森@09/26-09/28,,
015255,樋口 開土,A1,80.91,弥彦@08/18-08/20;前橋@09/11-09/13;小松島@09/23-09/25,,
015257,舟山 佑京,A3,76.66,豊橋@08/18-08/20;伊東@08/27-08/29;いわき平@09/15-09/17;大垣@09/22-09/24,,
015259,小林 稜武,A1,97.66,大垣@08/21-08/23;松戸@09/01-09/03;前橋@09/11-09/13,青森,
015260,國井 裕樹,A3,72.50,和歌山@08/23-08/25;西武園@08/31-09/02;豊橋@09/11-09/13,,
015262,内山 雅貴,A1,97.66,静岡@08/15-08/17;小松島@08/27-08/29;前橋@09/11-09/13;大垣@09/22-09/24,,
015264,渡邉 直弥,A2,85.55,玉野@08/26-08/28;西武園@09/06-09/08;岐阜@09/13-09/15,,
015265,井田 晶之,A2,80.53,静岡@08/15-08/17;四日市@09/09-09/11;別府@09/16-09/18;伊東@09/23-09/25,,
015266,福田 真平,A1,,奈良@08/20-08/22;岸和田@08/27-08/29;佐世保@09/12-09/14;防府@09/29-10/01,,
015267,橋本 英也,A1,94.00,豊橋@09/04-09/06,,
015270,元砂 海人,A3,72.66,静岡@08/30-09/01;武雄@09/16-09/18;奈良@09/24-09/26,,
015271,大城 慶之,A2,82.00,大垣@08/21-08/23;四日市@09/09-09/11;佐世保@09/20-09/22;玉野@09/27-09/29,岐阜,
